id,zona,tracker,fila,tipo,strings,articulada,art_plano,x,y_sur,y_norte,z_sur,z_norte,pend_long,pend_long_trk,s_oeste,s_este,azi_oeste,azi_este,mag_oeste,mag_este,resid_oeste,resid_este,vec_oeste,vec_este,herm_oeste,herm_este,tcu_s_oeste,tcu_az_oeste,tcu_mag_oeste,tcu_s_este,tcu_az_este,tcu_mag_este,tcu_vec_oeste,tcu_vec_este,tcu_herm_oeste,tcu_herm_este,pend_proy,d_pend,estado,sector,origen
HD-135-1,HD,135,1,2TTx56,4,NO,NO,660242.317,4331764.514,4331839.185,716.482,713.702,-3.723,-3.8,1.045,-2.195,15.4,30.0,3.941,4.388,0.0,0.022,no,sí,,,1.045,15.4,3.941,-1.045,15.4,3.941,HD-135-0 (hermana),HD-135-1 (hermana),SI,SI,-3.442,-0.281,ok,,medido
HD-136-0,HD,136,0,2TTx56,4,SI,SI,660236.341,4331839.418,4331914.199,713.685,710.488,-4.275,-4.296,1.034,-0.905,13.5,11.9,4.419,4.391,0.077,0.027,sí,sí,,,0.562,7.4,4.333,-0.562,7.4,4.333,HD-136-0 (hermana),HD-136-1 (hermana),SI,SI,-4.711,0.436,ok,,medido
HD-136-1,HD,136,1,2TTx56,4,SI,SI,660242.354,4331839.629,4331914.371,713.658,710.431,-4.318,-4.296,0.736,-1.269,9.7,16.5,4.359,4.48,0.02,0.046,sí,sí,,,0.562,7.4,4.333,-0.562,7.4,4.333,HD-136-0 (hermana),HD-136-1 (hermana),SI,SI,-4.569,0.251,ok,,medido
HD-137-0,HD,137,0,2TTx56,4,NO,NO,660236.346,4331914.576,4331989.259,710.414,710.03,-0.514,-0.544,1.097,-0.843,63.6,57.2,1.224,1.003,0.078,0.036,sí,no,,,0.247,24.4,0.597,-0.247,24.4,0.597,HD-137-0 (hermana),HD-137-1 (hermana),SI,SI,-0.3,-0.214,ok,,medido
HD-137-1,HD,137,1,2TTx56,4,NO,NO,660242.346,4331914.602,4331989.307,710.421,709.993,-0.573,-0.544,0.486,-1.122,41.8,64.2,0.729,1.247,0.026,0.019,sí,no,,,0.247,24.4,0.597,-0.247,24.4,0.597,HD-137-0 (hermana),HD-137-1 (hermana),SI,SI,-0.318,-0.255,ok,,medido
HD-138-0,HD,138,0,2TTx56,4,NO,NO,660248.302,4331764.513,4331839.166,716.312,713.607,-3.623,-3.567,1.749,-2.274,26.1,32.5,3.973,4.23,0.028,0.038,no,sí,,,2.501,35.0,4.357,-2.124,30.8,4.152,HD-138-0 (hermana),HD-141-0,SI,NO,-3.275,-0.348,ok,,medido
HD-138-1,HD,138,1,2TTx56,4,NO,NO,660254.336,4331764.518,4331839.193,716.119,713.497,-3.511,-3.567,2.089,-2.259,30.4,32.3,4.134,4.222,0.033,0.05,no,sí,,,2.501,35.0,4.357,-2.124,30.8,4.152,HD-138-0 (hermana),HD-141-0,SI,NO,-3.16,-0.351,ok,,medido
HD-139-0,HD,139,0,2TTx56,4,NO,NO,660248.296,4331839.452,4331914.086,713.678,710.336,-4.478,-4.354,0.746,-1.452,9.7,18.4,4.417,4.589,0.021,0.029,sí,sí,,,0.965,12.5,4.459,-0.965,12.5,4.459,HD-139-0 (hermana),HD-139-1 (hermana),SI,SI,-4.631,0.153,ok,,medido
HD-139-1,HD,139,1,2TTx56,4,NO,NO,660254.294,4331839.46,4331914.106,713.527,710.37,-4.229,-4.354,0.746,-1.598,9.7,20.2,4.417,4.638,0.016,0.019,sí,sí,,,0.965,12.5,4.459,-0.965,12.5,4.459,HD-139-0 (hermana),HD-139-1 (hermana),SI,SI,-4.529,0.3,ok,,medido
HD-14-0,HD,14,0,2TTx56,4,NO,NO,659660.345,4331903.625,4331978.323,723.082,722.432,-0.87,-0.888,4.088,-4.183,77.7,78.0,4.183,4.276,0.073,0.034,sí,no,,,5.3,80.5,5.374,-4.245,78.2,4.337,HD-12-1,HD-14-1 (hermana),NO,SI,-0.868,-0.002,ok,,medido
HD-14-1,HD,14,1,2TTx56,4,NO,NO,659666.329,4331903.625,4331978.317,722.841,722.165,-0.905,-0.888,4.213,-4.111,78.1,77.8,4.305,4.206,0.068,0.024,sí,no,,,5.3,80.5,5.374,-4.245,78.2,4.337,HD-12-1,HD-14-1 (hermana),NO,SI,-0.827,-0.078,ok,,medido
HD-140-0,HD,140,0,2TTx56,4,NO,NO,660248.313,4331914.385,4331989.051,710.371,709.887,-0.648,-0.736,0.706,-1.048,43.8,54.9,1.02,1.281,0.037,0.027,sí,no,,,1.331,61.1,1.521,-0.592,38.8,0.944,HD-137-1,HD-140-1 (hermana),NO,SI,-0.386,-0.262,ok,,medido
HD-140-1,HD,140,1,2TTx56,4,NO,NO,660254.304,4331914.382,4331989.063,710.401,709.786,-0.824,-0.736,0.663,-1.239,42.0,59.3,0.99,1.441,0.036,0.017,sí,no,,,1.331,61.1,1.521,-0.592,38.8,0.944,HD-137-1,HD-140-1 (hermana),NO,SI,-0.365,-0.459,ok,,medido
HD-141-0,HD,141,0,2TTx56,4,NO,NO,660260.346,4331764.52,4331839.182,715.997,713.364,-3.527,-3.459,2.116,-2.31,31.5,33.7,4.055,4.16,0.03,0.045,no,sí,,,2.124,31.6,4.059,-1.564,24.3,3.796,HD-138-1,HD-141-1 (hermana),NO,SI,-3.092,-0.435,ok,,medido
HD-141-1,HD,141,1,2TTx56,4,NO,NO,660266.329,4331764.526,4331839.202,715.853,713.32,-3.392,-3.459,2.039,-2.576,30.5,36.7,4.015,4.313,0.015,0.024,no,sí,,,2.124,31.6,4.059,-1.564,24.3,3.796,HD-138-1,HD-141-1 (hermana),NO,SI,-3.093,-0.299,ok,,medido
HD-142-0,HD,142,0,2TTx56,4,NO,NO,660260.363,4331839.48,4331914.12,713.349,710.318,-4.061,-4.066,1.182,-1.443,16.2,19.5,4.235,4.315,0.043,0.025,sí,sí,,,1.883,24.8,4.481,-1.408,19.1,4.303,HD-139-1,HD-145-0,NO,NO,-4.483,0.422,ok,,medido
HD-142-1,HD,142,1,2TTx56,4,NO,NO,660266.367,4331839.488,4331914.118,713.256,710.217,-4.072,-4.066,1.437,-1.209,19.5,16.6,4.313,4.242,0.038,0.186,sí,sí,,,1.883,24.8,4.481,-1.408,19.1,4.303,HD-139-1,HD-145-0,NO,NO,-4.359,0.287,ok,,medido
HD-143-0,HD,143,0,2TTx56,4,NO,NO,660260.363,4331914.304,4331988.996,710.284,709.702,-0.779,-0.755,0.95,-0.646,51.5,40.5,1.214,0.994,0.045,0.053,sí,no,,,1.668,65.6,1.831,-0.598,38.4,0.963,HD-140-1,HD-146-0,NO,NO,-0.377,-0.402,ok,,medido
HD-143-1,HD,143,1,2TTx56,4,NO,NO,660266.361,4331914.311,4331988.986,710.197,709.651,-0.731,-0.755,1.201,-0.444,57.8,30.5,1.419,0.876,0.025,0.047,sí,no,,,1.668,65.6,1.831,-0.598,38.4,0.963,HD-140-1,HD-146-0,NO,NO,-0.361,-0.37,ok,,medido
HD-144-0,HD,144,0,2TTx56,4,NO,NO,660272.318,4331764.528,4331839.192,715.616,713.164,-3.284,-3.28,2.393,-1.945,36.1,30.7,4.06,3.813,0.053,0.042,no,sí,,,3.283,45.0,4.641,-1.716,27.6,3.702,HD-141-1,HD-144-1 (hermana),NO,SI,-3.094,-0.19,ok,,medido
HD-144-1,HD,144,1,2TTx56,4,NO,NO,660278.319,4331764.494,4331839.166,715.511,713.065,-3.276,-3.28,2.205,-1.732,33.9,27.8,3.952,3.709,0.035,0.054,no,sí,,,3.283,45.0,4.641,-1.716,27.6,3.702,HD-141-1,HD-144-1 (hermana),NO,SI,-3.151,-0.125,ok,,medido
HD-145-0,HD,145,0,2TTx56,4,NO,NO,660272.314,4331839.484,4331914.111,713.177,710.129,-4.084,-4.001,1.438,-1.129,19.8,15.8,4.251,4.157,0.036,0.182,sí,sí,,,1.408,19.4,4.241,-1.172,16.3,4.169,HD-142-1,HD-145-1 (hermana),NO,SI,-4.23,0.146,ok,,medido
HD-145-1,HD,145,1,2TTx56,4,NO,NO,660278.301,4331839.473,4331914.09,713.045,710.122,-3.917,-4.001,1.442,-1.073,19.8,15.0,4.253,4.142,0.019,0.136,sí,sí,,,1.408,19.4,4.241,-1.172,16.3,4.169,HD-142-1,HD-145-1 (hermana),NO,SI,-4.115,0.198,ok,,medido
HD-146-0,HD,146,0,2TTx56,4,NO,NO,660272.314,4331914.378,4331989.032,710.124,709.652,-0.632,-0.679,1.04,-0.317,56.9,25.0,1.242,0.749,0.018,0.04,sí,no,,,1.465,65.1,1.615,1.489,294.5,1.637,HD-146-0 (hermana),HD-149-0,SI,NO,-0.35,-0.282,ok,,medido
HD-146-1,HD,146,1,2TTx56,4,NO,NO,660278.329,4331914.352,4331989.027,710.071,709.529,-0.726,-0.679,1.161,-0.067,59.7,5.6,1.345,0.682,0.018,0.094,sí,no,,,1.465,65.1,1.615,1.489,294.5,1.637,HD-146-0 (hermana),HD-149-0,SI,NO,-0.358,-0.368,ok,,medido
HD-147-0,HD,147,0,2TTx56,4,NO,NO,660284.298,4331764.519,4331839.18,715.321,712.879,-3.271,-3.232,2.456,-1.115,37.2,19.0,4.06,3.419,0.046,0.025,no,sí,,,3.134,44.1,4.502,-0.727,12.7,3.313,HD-144-1,HD-150-0,NO,NO,-3.175,-0.096,ok,,medido
HD-147-1,HD,147,1,2TTx56,4,NO,NO,660290.299,4331764.425,4331839.094,715.189,712.804,-3.194,-3.232,2.334,-0.808,35.8,14.0,3.987,3.332,0.034,0.031,no,sí,,,3.134,44.1,4.502,-0.727,12.7,3.313,HD-144-1,HD-150-0,NO,NO,-3.135,-0.059,ok,,medido
HD-148-0,HD,148,0,2TTx56,4,NO,NO,660284.301,4331839.452,4331914.088,712.865,710.053,-3.768,-3.765,1.59,-0.862,22.9,12.9,4.087,3.863,0.03,0.119,sí,sí,,,2.082,28.9,4.303,0.753,348.7,3.84,HD-145-1,HD-152-0,NO,NO,-3.968,0.2,ok,,medido
HD-148-1,HD,148,1,2TTx56,4,NO,NO,660290.288,4331839.471,4331914.098,712.831,710.023,-3.763,-3.765,1.306,-0.804,19.1,12.1,3.985,3.85,0.016,0.128,sí,sí,,,2.082,28.9,4.303,0.753,348.7,3.84,HD-145-1,HD-152-0,NO,NO,-3.824,0.061,ok,,medido
HD-149-0,HD,149,0,2TTx56,4,NO,NO,660284.384,4331914.296,4331988.989,710.132,709.649,-0.647,-0.629,0.23,-0.668,20.1,46.7,0.669,0.917,0.047,0.063,sí,no,,,1.18,62.0,1.337,-0.005,0.4,0.629,HD-149-0 (hermana),HD-152-0,SI,NO,-0.309,-0.338,ok,,medido
HD-149-1,HD,149,1,2TTx56,4,NO,NO,660290.357,4331914.301,4331988.987,710.048,709.592,-0.611,-0.629,0.46,-0.467,36.2,36.6,0.779,0.783,0.043,0.061,sí,no,,,1.18,62.0,1.337,-0.005,0.4,0.629,HD-149-0 (hermana),HD-152-0,SI,NO,-0.29,-0.321,ok,,medido
HD-15-0,HD,15,0,2TTx56,4,NO,NO,659672.299,4331828.68,4331903.381,721.764,722.552,1.055,0.956,3.418,-3.638,105.6,104.7,3.549,3.761,0.012,0.152,no,sí,,,3.542,105.1,3.668,-1.415,124.0,1.708,HD-13-1,HD-17-0,NO,NO,0.843,0.212,ok,,medido
HD-15-1,HD,15,1,2TTx56,4,NO,NO,659678.309,4331828.648,4331903.345,721.633,722.273,0.857,0.956,3.394,-3.819,105.7,104.1,3.526,3.937,0.015,0.144,no,sí,,,3.542,105.1,3.668,-1.415,124.0,1.708,HD-13-1,HD-17-0,NO,NO,0.637,0.22,ok,,medido
HD-150-0,HD,150,0,2TTx42,3,NO,NO,660296.355,4331764.478,4331820.755,715.051,713.438,-2.866,-2.896,1.768,-0.966,31.4,18.4,3.393,3.053,0.026,0.031,no,sí,,,0.727,14.1,2.986,-0.452,8.9,2.931,HD-147-1,HD-150-1 (hermana),NO,SI,-2.983,0.117,ok,,medido
HD-150-1,HD,150,1,2TTx42,3,NO,NO,660302.361,4331764.466,4331820.721,715.041,713.395,-2.926,-2.896,1.226,-1.123,22.9,21.2,3.145,3.106,0.078,0.008,no,sí,,,0.727,14.1,2.986,-0.452,8.9,2.931,HD-147-1,HD-150-1 (hermana),NO,SI,-2.906,-0.02,ok,,medido
HD-151-0,HD,151,0,2TTx56,4,NO,NO,660296.338,4331821.029,4331895.657,713.379,710.566,-3.769,-3.781,1.673,-0.75,23.9,11.2,4.135,3.855,0.048,0.052,sí,sí,,,2.463,33.1,4.513,-0.734,11.0,3.852,HD-148-1,HD-151-1 (hermana),NO,SI,-3.788,0.019,ok,,medido
HD-151-1,HD,151,1,2TTx56,4,NO,NO,660302.354,4331820.996,4331895.629,713.345,710.514,-3.793,-3.781,1.336,-0.773,19.5,11.6,4.01,3.859,0.045,0.054,sí,sí,,,2.463,33.1,4.513,-0.734,11.0,3.852,HD-148-1,HD-151-1 (hermana),NO,SI,-3.845,0.052,ok,,medido
HD-152-0,HD,152,0,2TTx56,4,NO,NO,660296.365,4331895.907,4331970.542,710.541,709.474,-1.43,-1.461,0.347,-0.754,13.4,27.3,1.502,1.644,0.073,0.024,sí,no,,,1.208,39.6,1.896,0.097,356.2,1.464,HD-152-0 (hermana),HD-155-0,SI,NO,-1.011,-0.419,ok,,medido
HD-152-1,HD,152,1,2TTx56,4,NO,NO,660302.338,4331895.868,4331970.557,710.493,709.378,-1.493,-1.461,0.448,-0.451,17.0,17.2,1.528,1.529,0.072,0.033,sí,no,,,1.208,39.6,1.896,0.097,356.2,1.464,HD-152-0 (hermana),HD-155-0,SI,NO,-1.044,-0.449,ok,,medido
HD-153-0,HD,153,0,2TTx42,3,NO,NO,660308.379,4331764.472,4331820.713,714.956,713.288,-2.966,-2.871,1.089,-0.866,20.8,16.8,3.071,2.999,0.03,0.017,no,sí,,,1.596,29.1,3.285,-0.577,11.4,2.928,HD-150-1,HD-153-1 (hermana),NO,SI,-2.898,-0.068,ok,,medido
HD-153-1,HD,153,1,2TTx42,3,NO,NO,660314.395,4331764.509,4331820.768,714.867,713.305,-2.776,-2.871,0.873,-1.314,16.9,24.6,3.001,3.158,0.026,0.008,no,sí,,,1.596,29.1,3.285,-0.577,11.4,2.928,HD-150-1,HD-153-1 (hermana),NO,SI,-2.916,0.14,ok,,medido
HD-154-0,HD,154,0,2TTx56,4,NO,NO,660308.366,4331821.067,4331895.688,713.249,710.467,-3.728,-3.702,1.155,-0.556,17.3,8.5,3.878,3.744,0.05,0.064,sí,sí,,,1.149,17.2,3.876,0.508,352.2,3.737,HD-151-1,HD-154-1 (hermana),NO,SI,-3.869,0.141,ok,,medido
HD-154-1,HD,154,1,2TTx56,4,NO,NO,660314.343,4331820.99,4331895.624,713.263,710.519,-3.677,-3.702,0.666,-1.244,10.2,18.6,3.762,3.906,0.063,0.011,sí,sí,,,1.149,17.2,3.876,0.508,352.2,3.737,HD-151-1,HD-154-1 (hermana),NO,SI,-3.754,0.077,ok,,medido
HD-155-0,HD,155,0,2TTx56,4,NO,NO,660308.36,4331895.864,4331970.536,710.3,709.583,-0.96,-1.251,0.54,-1.277,23.4,45.6,1.362,1.788,0.056,0.0,sí,no,,,1.277,45.6,1.787,-1.277,45.6,1.787,HD-155-0 (hermana),HD-155-1 (hermana),SI,SI,-1.169,0.209,ok,,medido
HD-155-1,HD,155,1,2TTx56,4,NO,NO,660314.359,4331895.897,4331970.567,710.44,709.289,-1.541,-1.251,0.624,,26.5,,1.398,,0.04,,sí,no,,,1.277,45.6,1.787,-1.277,45.6,1.787,HD-155-0 (hermana),HD-155-1 (hermana),SI,SI,-1.151,-0.39,ok,,medido
HD-156-0,HD,156,0,2TTx56,4,NO,NO,660320.339,4331789.112,4331863.759,714.188,711.654,-3.395,-3.376,0.937,-0.789,15.5,13.2,3.503,3.467,0.041,0.0,no,no,,,1.615,25.6,3.742,-0.789,13.2,3.466,HD-154-1,HD-156-1 (hermana),NO,SI,-3.334,-0.061,ok,,medido
HD-156-1,HD,156,1,2TTx56,4,NO,NO,660326.338,4331789.066,4331863.727,714.128,711.622,-3.357,-3.376,0.908,,15.1,,3.496,,0.044,,no,no,,,1.615,25.6,3.742,-0.789,13.2,3.466,HD-154-1,HD-156-1 (hermana),NO,SI,-3.316,-0.041,ok,,medido
HD-16-0,HD,16,0,2TTx56,4,NO,NO,659672.371,4331903.622,4331978.299,722.533,721.872,-0.885,-0.825,4.709,-3.801,80.1,77.8,4.781,3.889,0.024,0.04,sí,no,,,4.975,80.6,5.043,-3.218,75.6,3.322,HD-14-1,HD-18-0,NO,NO,-0.766,-0.119,ok,,medido
HD-16-1,HD,16,1,2TTx56,4,NO,NO,659678.352,4331903.673,4331978.381,722.268,721.697,-0.764,-0.825,4.416,-3.901,79.4,78.1,4.492,3.987,0.032,0.041,sí,no,,,4.975,80.6,5.043,-3.218,75.6,3.322,HD-14-1,HD-18-0,NO,NO,-0.827,0.063,ok,,medido
HD-17-0,HD,17,0,2TTx56,4,NO,NO,659684.308,4331823.69,4331898.394,721.704,721.972,0.359,0.463,2.836,-4.655,99.3,95.7,2.874,4.678,0.051,0.084,no,sí,,,4.416,96.0,4.44,-4.416,96.0,4.44,HD-17-0 (hermana),HD-17-1 (hermana),SI,SI,0.257,0.102,ok,,medido
HD-17-1,HD,17,1,2TTx56,4,NO,NO,659690.312,4331823.726,4331898.42,721.361,721.785,0.568,0.463,3.119,-4.43,98.4,96.0,3.153,4.454,0.078,0.094,no,sí,,,4.416,96.0,4.44,-4.416,96.0,4.44,HD-17-0 (hermana),HD-17-1 (hermana),SI,SI,0.268,0.3,ok,,medido
HD-18-0,HD,18,0,2TTx56,4,NO,NO,659684.315,4331898.641,4331973.352,722.034,721.614,-0.562,-0.594,3.919,-4.095,81.4,81.8,3.964,4.138,0.029,0.019,sí,no,,,4.611,82.7,4.65,-3.821,81.2,3.867,HD-18-0 (hermana),HD-20-0,SI,NO,-0.675,0.113,ok,,medido
HD-18-1,HD,18,1,2TTx56,4,NO,NO,659690.333,4331898.644,4331973.342,721.78,721.313,-0.625,-0.594,4.098,-3.959,81.8,81.5,4.141,4.003,0.031,0.023,sí,no,,,4.611,82.7,4.65,-3.821,81.2,3.867,HD-18-0 (hermana),HD-20-0,SI,NO,-0.64,0.015,ok,,medido
HD-19-0,HD,19,0,2TTx56,4,NO,NO,659696.303,4331823.736,4331898.438,720.889,721.476,0.786,0.875,4.03,-3.63,102.3,103.6,4.124,3.734,0.172,0.027,no,sí,,,6.52,97.6,6.578,-3.648,103.5,3.752,HD-17-1,HD-21-0,NO,NO,0.58,0.206,ok,,medido
HD-19-1,HD,19,1,2TTx56,4,NO,NO,659702.299,4331823.712,4331898.42,720.571,721.292,0.965,0.875,4.256,-3.245,101.6,105.1,4.345,3.361,0.141,0.02,no,sí,,,6.52,97.6,6.578,-3.648,103.5,3.752,HD-17-1,HD-21-0,NO,NO,0.732,0.233,ok,,medido
HD-2-0,HD,2,0,2TTx56,4,NO,NO,659576.355,4331903.691,4331978.387,725.897,725.655,-0.324,-0.351,3.098,-3.127,83.5,83.6,3.118,3.147,0.121,0.009,no,no,,,3.486,84.2,3.503,-2.721,82.6,2.743,HD-1-1,HD-3-0,NO,NO,-0.4,0.076,ok,,medido
HD-2-1,HD,2,1,2TTx56,4,NO,NO,659582.356,4331903.678,4331978.37,725.71,725.427,-0.379,-0.351,3.237,-3.006,83.8,83.3,3.256,3.026,0.116,0.017,no,no,,,3.486,84.2,3.503,-2.721,82.6,2.743,HD-1-1,HD-3-0,NO,NO,-0.459,0.08,ok,,medido
HD-20-0,HD,20,0,2TTx56,4,NO,NO,659696.309,4331898.681,4331973.356,721.502,721.134,-0.493,-0.512,3.976,-3.942,82.7,82.6,4.009,3.975,0.029,0.027,sí,no,,,3.821,82.4,3.855,-3.709,82.1,3.744,HD-18-1,HD-20-1 (hermana),NO,SI,-0.578,0.085,ok,,medido
HD-20-1,HD,20,1,2TTx56,4,NO,NO,659702.311,4331898.65,4331973.338,721.294,720.897,-0.532,-0.512,3.854,-4.017,82.4,82.7,3.888,4.05,0.035,0.031,sí,no,,,3.821,82.4,3.855,-3.709,82.1,3.744,HD-18-1,HD-20-1 (hermana),NO,SI,-0.589,0.057,ok,,medido
HD-21-0,HD,21,0,2TTx56,4,NO,NO,659708.312,4331823.756,4331898.453,720.375,721.05,0.904,0.815,4.579,-2.782,100.1,106.3,4.651,2.899,0.036,0.054,no,sí,,,3.648,102.6,3.738,-3.103,104.7,3.208,HD-19-1,HD-21-1 (hermana),NO,SI,0.71,0.194,ok,,medido
HD-21-1,HD,21,1,2TTx56,4,NO,NO,659714.289,4331823.748,4331898.45,720.256,720.798,0.726,0.815,4.156,-2.404,101.1,108.7,4.235,2.538,0.065,0.04,no,sí,,,3.648,102.6,3.738,-3.103,104.7,3.208,HD-19-1,HD-21-1 (hermana),NO,SI,0.569,0.157,ok,,medido
HD-22-0,HD,22,0,2TTx56,4,NO,NO,659708.34,4331898.69,4331973.367,721.04,720.61,-0.576,-0.58,4.05,-3.651,81.9,81.0,4.091,3.697,0.026,0.034,sí,no,,,4.483,82.6,4.521,-3.52,80.6,3.568,HD-20-1,HD-22-1 (hermana),NO,SI,-0.616,0.04,ok,,medido
HD-22-1,HD,22,1,2TTx56,4,NO,NO,659714.309,4331898.656,4331973.354,720.833,720.397,-0.584,-0.58,3.957,-3.684,81.7,81.1,3.999,3.729,0.022,0.032,sí,no,,,4.483,82.6,4.521,-3.52,80.6,3.568,HD-20-1,HD-22-1 (hermana),NO,SI,-0.625,0.041,ok,,medido
HD-23-0,HD,23,0,2TTx56,4,NO,NO,659720.311,4331823.736,4331898.425,720.134,720.543,0.548,0.408,3.715,-2.007,96.3,101.5,3.737,2.048,0.12,0.012,no,sí,,,3.128,97.4,3.155,-1.238,108.3,1.304,HD-21-1,HD-25-0,NO,NO,0.359,0.189,ok,,medido
HD-23-1,HD,23,1,2TTx56,4,NO,NO,659726.313,4331823.712,4331898.394,720.072,720.273,0.269,0.408,3.07,-1.709,97.6,103.4,3.097,1.757,0.022,0.028,no,sí,,,3.128,97.4,3.155,-1.238,108.3,1.304,HD-21-1,HD-25-0,NO,NO,0.121,0.148,ok,,medido
HD-24-0,HD,24,0,2TTx56,4,NO,NO,659720.319,4331898.652,4331973.341,720.536,720.143,-0.526,-0.507,4.081,-3.717,82.9,82.2,4.112,3.751,0.03,0.09,sí,no,,,4.585,83.7,4.613,-2.957,80.3,3.0,HD-22-1,HD-24-1 (hermana),NO,SI,-0.646,0.12,ok,,medido
HD-24-1,HD,24,1,2TTx56,4,NO,NO,659726.305,4331898.653,4331973.346,720.345,719.98,-0.489,-0.507,3.814,-4.033,82.4,82.8,3.848,4.065,0.018,0.064,sí,no,,,4.585,83.7,4.613,-2.957,80.3,3.0,HD-22-1,HD-24-1 (hermana),NO,SI,-0.704,0.215,ok,,medido
HD-25-0,HD,25,0,2TTx56,4,NO,NO,659732.33,4331823.69,4331898.408,720.084,720.112,0.037,-0.088,2.385,-1.721,87.9,87.1,2.387,1.723,0.041,0.057,no,sí,,,1.82,87.2,1.822,-1.82,87.2,1.822,HD-25-0 (hermana),HD-25-1 (hermana),SI,SI,-0.154,0.191,ok,,medido
HD-25-1,HD,25,1,2TTx56,4,NO,NO,659738.319,4331823.693,4331898.377,720.069,719.909,-0.214,-0.088,2.04,-1.625,87.5,86.9,2.042,1.627,0.047,0.04,no,sí,,,1.82,87.2,1.822,-1.82,87.2,1.822,HD-25-0 (hermana),HD-25-1 (hermana),SI,SI,-0.395,0.181,ok,,medido
HD-26-0,HD,26,0,2TTx56,4,NO,NO,659732.319,4331898.614,4331973.296,720.165,719.803,-0.485,-0.519,3.417,-4.388,81.4,83.3,3.456,4.419,0.022,0.04,sí,no,,,4.312,83.1,4.344,-4.312,83.1,4.344,HD-26-0 (hermana),HD-26-1 (hermana),SI,SI,-0.804,0.319,ok,,medido
HD-26-1,HD,26,1,2TTx56,4,NO,NO,659738.314,4331898.599,4331973.3,719.932,719.519,-0.553,-0.519,3.648,-4.162,81.9,82.9,3.685,4.194,0.04,0.087,sí,no,,,4.312,83.1,4.344,-4.312,83.1,4.344,HD-26-0 (hermana),HD-26-1 (hermana),SI,SI,-0.811,0.258,ok,,medido
HD-27-0,HD,27,0,2TTx56,4,NO,NO,659744.32,4331823.697,4331898.394,720.017,719.7,-0.424,-0.612,1.928,-1.41,72.4,66.5,2.023,1.537,0.017,0.034,no,sí,,,2.37,75.5,2.448,-0.509,39.8,0.796,HD-27-0 (hermana),HD-29-0,SI,NO,-0.676,0.252,ok,,medido
HD-27-1,HD,27,1,2TTx56,4,NO,NO,659750.314,4331823.683,4331898.394,720.015,719.418,-0.799,-0.612,2.032,-1.07,73.2,60.2,2.122,1.233,0.029,0.051,no,sí,,,2.37,75.5,2.448,-0.509,39.8,0.796,HD-27-0 (hermana),HD-29-0,SI,NO,-1.101,0.302,ok,,medido
HD-28-0,HD,28,0,2TTx56,4,NO,NO,659744.314,4331898.646,4331973.334,719.687,719.242,-0.596,-0.764,3.83,-4.051,78.7,79.3,3.905,4.122,0.06,0.071,sí,no,,,5.519,82.1,5.572,-3.538,77.8,3.619,HD-28-0 (hermana),HD-30-0,SI,NO,-0.868,0.272,ok,,medido
HD-28-1,HD,28,1,2TTx56,4,NO,NO,659750.308,4331898.604,4331973.286,719.482,718.786,-0.932,-0.764,4.307,-3.238,79.9,76.7,4.374,3.327,0.075,0.013,sí,no,,,5.519,82.1,5.572,-3.538,77.8,3.619,HD-28-0 (hermana),HD-30-0,SI,NO,-0.967,0.035,ok,,medido
HD-29-0,HD,29,0,2TTx56,4,NO,NO,659756.306,4331823.695,4331898.379,720.062,719.31,-1.007,-1.16,1.627,-1.362,54.5,49.6,1.998,1.789,0.022,0.035,no,sí,,,0.781,34.0,1.398,-0.781,34.0,1.398,HD-29-0 (hermana),HD-29-1 (hermana),SI,SI,-1.347,0.34,ok,,medido
HD-29-1,HD,29,1,2TTx56,4,NO,NO,659762.312,4331823.706,4331898.384,720.129,719.149,-1.312,-1.16,1.381,-1.743,50.0,56.4,1.803,2.093,0.045,0.035,no,sí,,,0.781,34.0,1.398,-0.781,34.0,1.398,HD-29-0 (hermana),HD-29-1 (hermana),SI,SI,-1.429,0.117,ok,,medido
HD-3-0,HD,3,0,2TTx56,4,NO,NO,659588.351,4331903.658,4331978.341,725.611,725.2,-0.55,-0.658,3.283,-3.244,78.7,78.5,3.348,3.31,0.095,0.025,no,no,,,3.505,79.4,3.567,-2.731,76.5,2.809,HD-3-0 (hermana),HD-4-0,SI,NO,-0.562,0.012,ok,,medido
HD-3-1,HD,3,1,2TTx56,4,NO,NO,659594.349,4331903.69,4331978.381,725.481,724.909,-0.766,-0.658,3.346,-3.208,78.9,78.4,3.41,3.275,0.032,0.037,no,no,,,3.505,79.4,3.567,-2.731,76.5,2.809,HD-3-0 (hermana),HD-4-0,SI,NO,-0.73,-0.036,ok,,medido
HD-30-0,HD,30,0,2TTx56,4,NO,NO,659756.332,4331898.584,4331973.284,719.268,718.574,-0.929,-1.013,4.422,-2.938,77.1,71.0,4.536,3.108,0.012,0.028,sí,no,,,3.551,74.1,3.693,-2.402,67.1,2.607,HD-30-0 (hermana),HD-32-0,SI,NO,-1.09,0.161,ok,,medido
HD-30-1,HD,30,1,2TTx56,4,NO,NO,659762.3,4331898.638,4331973.338,719.118,718.299,-1.096,-1.013,4.177,-2.574,76.4,68.5,4.298,2.766,0.023,0.013,sí,no,,,3.551,74.1,3.693,-2.402,67.1,2.607,HD-30-0 (hermana),HD-32-0,SI,NO,-1.214,0.118,ok,,medido
